H3K4me1_chr1-3556 1_internal_22891
H3K4me1_chr11-74738 11_internal_8691
H3K4me1_chr11-74743 11_internal_10825
H3K4me1_chr11-74748 11_internal_8890
H3K4me1_chr11-74749 11_internal_8890
H3K4me1_chr11-74758 11_internal_9596
H3K4me1_chr11-74782 11_internal_10521
H3K4me1_chr11-74791 11_internal_10113
H3K4me1_chr11-74799 11_internal_10113
H3K4me1_chr11-74806 11_internal_9302
H3K4me1_chr11-74807 11_internal_9302
H3K4me1_chr11-74809 11_internal_8331
H3K4me1_chr11-74824 11_internal_7803
H3K4me1_chr11-74834 11_internal_9425
H3K4me1_chr11-74836 11_internal_10599
H3K4me1_chr11-74854 11_internal_11008
H3K4me1_chr11-74855 11_internal_11008
H3K4me1_chr11-74884 11_internal_8813
H3K4me1_chr11-74886 11_internal_9414
H3K4me1_chr11-74898 11_internal_8451
H3K4me1_chr11-74909 11_internal_9621
H3K4me1_chr11-74912 11_internal_10880
H3K4me1_chr11-74915 11_internal_10880
H3K4me1_chr11-74925 11_internal_8863
H3K4me1_chr11-74940 11_internal_8131
H3K4me1_chr11-74945 11_internal_11461
H3K4me1_chr11-74949 11_internal_11924
H3K4me1_chr11-74991 11_internal_8979
H3K4me1_chr11-74993 11_internal_8979
H3K4me1_chr11-75040 11_internal_11845
H3K4me1_chr11-75051 11_internal_8389
H3K4me1_chr11-75081 11_internal_9675
H3K4me1_chr11-75087 11_internal_12929
H3K4me1_chr11-75093 11_internal_10829
H3K4me1_chr11-75105 11_internal_11857
H3K4me1_chr11-75124 11_internal_8125
H3K4me1_chr11-75139 11_internal_8977
H3K4me1_chr11-75166 11_internal_10290
H3K4me1_chr11-75172 11_internal_7933
H3K4me1_chr11-75174 11_internal_11134
H3K4me1_chr11-75179 11_internal_8754
H3K4me1_chr11-75183 11_internal_8262
H3K4me1_chr11-75190 11_internal_8255
H3K4me1_chr11-75199 11_internal_12275
H3K4me1_chr11-75206 11_internal_9957
H3K4me1_chr11-75223 11_internal_11958
H3K4me1_chr11-75224 11_internal_11958
H3K4me1_chr11-75235 11_internal_9684
H3K4me1_chr11-75240 11_internal_9624
H3K4me1_chr11-75251 11_internal_8944
H3K4me1_chr11-75254 11_internal_11881
H3K4me1_chr11-75270 11_internal_10079
H3K4me1_chr11-75278 11_internal_9672
H3K4me1_chr11-75281 11_internal_8113
H3K4me1_chr11-75298 11_internal_8297
H3K4me1_chr11-75312 11_internal_9175
H3K4me1_chr11-75317 11_internal_9175
H3K4me1_chr11-75337 11_internal_11148
H3K4me1_chr11-75351 11_internal_10395
H3K4me1_chr11-75359 11_internal_8317
H3K4me1_chr11-75370 11_internal_9569
H3K4me1_chr11-75373 11_internal_9727
H3K4me1_chr11-75401 11_internal_9117
H3K4me1_chr11-75402 11_internal_9424
H3K4me1_chr11-75409 11_internal_11602
H3K4me1_chr11-75410 11_internal_11504
H3K4me1_chr11-75412 11_internal_11504
H3K4me1_chr11-75413 11_internal_11558
H3K4me1_chr11-75414 11_internal_11558
H3K4me1_chr11-75424 11_internal_8167
H3K4me1_chr11-75432 11_internal_11577
H3K4me1_chr11-75438 11_internal_10613
H3K4me1_chr11-75448 11_internal_11516
H3K4me1_chr11-75456 11_internal_9505
H3K4me1_chr11-75457 11_internal_9505
H3K4me1_chr11-75461 11_internal_7685
H3K4me1_chr11-75481 11_internal_12072
H3K4me1_chr11-75482 11_internal_12072
H3K4me1_chr11-75554 11_internal_8564
H3K4me1_chr11-75589 11_internal_11465
H3K4me1_chr11-75603 11_internal_9054
H3K4me1_chr11-75619 11_internal_7924
H3K4me1_chr11-75679 11_internal_8253
H3K4me1_chr11-75680 11_internal_8253
H3K4me1_chr11-75709 11_internal_11553
H3K4me1_chr11-75711 11_internal_11553
H3K4me1_chr11-75756 11_internal_12277
H3K4me1_chr11-75762 11_internal_8937
H3K4me1_chr11-75764 11_internal_10521
H3K4me1_chr11-75766 11_internal_10521
H3K4me1_chr11-75808 11_internal_10599
H3K4me1_chr11-75809 11_internal_9193
H3K4me1_chr11-75815 11_internal_8004
H3K4me1_chr11-75824 11_internal_12654
H3K4me1_chr11-75846 11_internal_9414
H3K4me1_chr11-75858 11_internal_8966
H3K4me1_chr11-75859 11_internal_8451
H3K4me1_chr11-75871 11_internal_10880
H3K4me1_chr11-75881 11_internal_12166
H3K4me1_chr11-75883 11_internal_12166
H3K4me1_chr11-75886 11_internal_8379
H3K4me1_chr11-75889 11_internal_11121
H3K4me1_chr11-75890 11_internal_11121
H3K4me1_chr11-75895 11_internal_8764
H3K4me1_chr11-75915 11_internal_8308
H3K4me1_chr11-75940 11_internal_7545
H3K4me1_chr11-75941 11_internal_8979
H3K4me1_chr11-75951 11_internal_9156
H3K4me1_chr11-75962 11_internal_7715
H3K4me1_chr11-75983 11_internal_11887
H3K4me1_chr11-76014 11_internal_8524
H3K4me1_chr11-76030 11_internal_8126
H3K4me1_chr11-76031 11_internal_8126
H3K4me1_chr11-76038 11_internal_10870
H3K4me1_chr11-76058 11_internal_11023
H3K4me1_chr11-76062 11_internal_11857
H3K4me1_chr11-76068 11_internal_11796
H3K4me1_chr11-76086 11_internal_10260
H3K4me1_chr11-76092 11_internal_8977
H3K4me1_chr11-76113 11_internal_8881
H3K4me1_chr11-76125 11_internal_7933
H3K4me1_chr11-76128 11_internal_10362
H3K4me1_chr11-76132 11_internal_8037
H3K4me1_chr11-76150 11_internal_8057
H3K4me1_chr11-76154 11_internal_12275
H3K4me1_chr11-76160 11_internal_7543
H3K4me1_chr11-76165 11_internal_8665
H3K4me1_chr11-76204 11_internal_9748
H3K4me1_chr11-76218 11_internal_11881
H3K4me1_chr11-76222 11_internal_8662
H3K4me1_chr11-76226 11_internal_8257
H3K4me1_chr11-76234 11_internal_11885
H3K4me1_chr11-76246 11_internal_9562
H3K4me1_chr11-76247 11_internal_8113
H3K4me1_chr11-76256 11_internal_10908
H3K4me1_chr11-76280 11_internal_9175
H3K4me1_chr11-76282 11_internal_9175
H3K4me1_chr11-76285 11_internal_9478
H3K4me1_chr11-76286 11_internal_9323
H3K4me1_chr11-76321 11_internal_8549
H3K4me1_chr11-76326 11_internal_11925
H3K4me1_chr11-76331 11_internal_10213
H3K4me1_chr11-76334 11_internal_11763
H3K4me1_chr11-76337 11_internal_9593
H3K4me1_chr11-76366 11_internal_9424
H3K4me1_chr11-76375 11_internal_10381
H3K4me1_chr11-76376 11_internal_10381
H3K4me1_chr11-76389 11_internal_11695
H3K4me1_chr11-76392 11_internal_11695
H3K4me1_chr11-76423 11_internal_12072
H3K4me1_chr11-76426 11_internal_12072
H3K4me1_chr11-76427 11_internal_8214
H3K4me1_chr11-76474 11_internal_10122
H3K4me1_chr11-76478 11_internal_11762
H3K4me1_chr11-76486 11_internal_10630
H3K4me1_chr11-76492 11_internal_8702
H3K4me1_chr11-76495 11_internal_11944
H3K4me1_chr11-76506 11_internal_8716
H3K4me1_chr11-76522 11_internal_8334
H3K4me1_chr11-76529 11_internal_11465
H3K4me1_chr11-76539 11_internal_9054
H3K4me1_chr11-76553 11_internal_8679
H3K4me1_chr11-76571 11_internal_8375
H3K4me1_chr11-76572 11_internal_9119
H3K4me1_chr11-76586 11_internal_11076
H3K4me1_chr11-76608 11_internal_12411
H3K4me1_chr11-76610 11_internal_8253
H3K4me1_chr11-76616 11_internal_12244
H3K4me1_chr11-76624 11_internal_9115
H3K4me1_chr11-76627 11_internal_12109
H3K4me1_chr11-76628 11_internal_12109
H3K4me1_chr11-76629 11_internal_12109
H3K4me1_chr11-76638 11_internal_11553
H3K4me1_chr11-76639 11_internal_11553
H3K4me1_chr11-76677 11_internal_8890
H3K4me1_chr11-76690 11_internal_12277
H3K4me1_chr11-76695 11_internal_9676
H3K4me1_chr11-76696 11_internal_9676
H3K4me1_chr11-76726 11_internal_9302
H3K4me1_chr11-76729 11_internal_9302
H3K4me1_chr11-76755 11_internal_10599
H3K4me1_chr11-76756 11_internal_10599
H3K4me1_chr11-76758 11_internal_10599
H3K4me1_chr11-76812 11_internal_8883
H3K4me1_chr11-76833 11_internal_10880
H3K4me1_chr11-76834 11_internal_10880
H3K4me1_chr11-76836 11_internal_12166
H3K4me1_chr11-76860 11_internal_11461
H3K4me1_chr11-76876 11_internal_11854
H3K4me1_chr11-76883 11_internal_11497
H3K4me1_chr11-76888 11_internal_9930
H3K4me1_chr11-76890 11_internal_8429
H3K4me1_chr11-76906 11_internal_9814
H3K4me1_chr11-76907 11_internal_8979
H3K4me1_chr11-76908 11_internal_8545
H3K4me1_chr11-76933 11_internal_11887
H3K4me1_chr11-76940 11_internal_11887
H3K4me1_chr11-76948 11_internal_7878
H3K4me1_chr11-76984 11_internal_10886
H3K4me1_chr11-76991 11_internal_10870
H3K4me1_chr11-76995 11_internal_12929
H3K4me1_chr11-76996 11_internal_12929
H3K4me1_chr11-77012 11_internal_8832
H3K4me1_chr11-77021 11_internal_11857
H3K4me1_chr11-77022 11_internal_8139
H3K4me1_chr11-77025 11_internal_11796
H3K4me1_chr11-77048 11_internal_8629
H3K4me1_chr11-77068 11_internal_8881
H3K4me1_chr11-77084 11_internal_8037
H3K4me1_chr11-77094 11_internal_8410
H3K4me1_chr11-77111 11_internal_8239
H3K4me1_chr11-77112 11_internal_12275
H3K4me1_chr11-77114 11_internal_9629
H3K4me1_chr11-77115 11_internal_7543
H3K4me1_chr11-77138 11_internal_11958
H3K4me1_chr11-77139 11_internal_8385
H3K4me1_chr11-77152 11_internal_8409
H3K4me1_chr11-77156 11_internal_9684
H3K4me1_chr11-77163 11_internal_9731
H3K4me1_chr11-77164 11_internal_8183
H3K4me1_chr11-77184 11_internal_11500
H3K4me1_chr11-77196 11_internal_10079
H3K4me1_chr11-77208 11_internal_11441
H3K4me1_chr11-77211 11_internal_10908
H3K4me1_chr11-77223 11_internal_12105
H3K4me1_chr11-77241 11_internal_9478
H3K4me1_chr11-77273 11_internal_11925
H3K4me1_chr11-77281 11_internal_9593
H3K4me1_chr11-77287 11_internal_11726
H3K4me1_chr11-77300 11_internal_9204
H3K4me1_chr11-77301 11_internal_11989
H3K4me1_chr11-77304 11_internal_11989
H3K4me1_chr11-77322 11_internal_8743
H3K4me1_chr11-77328 11_internal_8900
H3K4me1_chr11-77329 11_internal_8900
H3K4me1_chr11-77331 11_internal_10381
H3K4me1_chr11-77333 11_internal_10381
H3K4me1_chr11-77335 11_internal_8777
H3K4me1_chr11-77338 11_internal_8353
H3K4me1_chr11-77357 11_internal_8514
H3K4me1_chr11-77358 11_internal_8514
H3K4me1_chr11-77367 11_internal_8199
H3K4me1_chr11-77379 11_internal_8198
H3K4me1_chr11-77408 11_internal_7808
H3K4me1_chr11-77427 11_internal_8700
H3K4me1_chr11-77436 11_internal_12141
H3K4me1_chr11-77440 11_internal_8116
H3K4me1_chr11-77453 11_internal_11762
H3K4me1_chr11-77472 11_internal_10600
H3K4me1_chr11-77524 11_internal_11465
H3K4me1_chr11-77535 11_internal_8392
H3K4me1_chr11-77542 11_internal_10203
H3K4me1_chr11-77613 11_internal_9644
H3K4me1_chr11-77616 11_internal_12244
H3K4me1_chr11-77617 11_internal_8146
H3K4me1_chr11-77637 11_internal_10133
H3K4me1_chr11-77658 11_internal_12291
H3K4me1_chr11-77662 11_internal_12291
H3K4me1_chr11-77679 11_internal_7712
H3K4me1_chr11-77687 11_internal_8890
H3K4me1_chr11-77700 11_internal_8905
H3K4me1_chr11-77706 11_internal_12277
H3K4me1_chr11-77711 11_internal_8189
H3K4me1_chr11-77720 11_internal_10521
H3K4me1_chr11-77722 11_internal_10521
H3K4me1_chr11-77723 11_internal_10521
H3K4me1_chr11-77743 11_internal_9302
H3K4me1_chr11-77745 11_internal_9302
H3K4me1_chr11-77747 11_internal_8331
H3K4me1_chr11-77748 11_internal_8331
H3K4me1_chr11-77795 11_internal_11008
H3K4me1_chr11-77805 11_internal_11543
H3K4me1_chr11-77810 11_internal_10697
H3K4me1_chr11-77812 11_internal_11543
H3K4me1_chr11-77851 11_internal_11063
H3K4me1_chr11-77854 11_internal_10880
H3K4me1_chr11-77860 11_internal_12166
H3K4me1_chr11-77874 11_internal_8323
H3K4me1_chr11-77891 11_internal_11461
H3K4me1_chr11-77893 11_internal_10887
H3K4me1_chr11-77906 11_internal_8592
H3K4me1_chr11-77909 11_internal_8656
H3K4me1_chr11-77910 11_internal_8656
H3K4me1_chr11-77911 11_internal_9930
H3K4me1_chr11-77914 11_internal_9930
H3K4me1_chr11-77930 11_internal_8979
H3K4me1_chr11-77943 11_internal_10725
H3K4me1_chr11-77945 11_internal_10725
H3K4me1_chr11-77949 11_internal_9701
H3K4me1_chr11-77993 11_internal_8389
H3K4me1_chr11-78010 11_internal_10886
H3K4me1_chr11-78015 11_internal_10886
H3K4me1_chr11-78029 11_internal_9675
H3K4me1_chr11-78032 11_internal_12929
H3K4me1_chr11-78033 11_internal_12929
H3K4me1_chr11-78036 11_internal_11672
H3K4me1_chr11-78039 11_internal_11672
H3K4me1_chr11-78040 11_internal_11672
H3K4me1_chr11-78043 11_internal_10829
H3K4me1_chr11-78058 11_internal_11857
H3K4me1_chr11-78059 11_internal_11857
H3K4me1_chr11-78068 11_internal_8017
H3K4me1_chr11-78071 11_internal_8360
H3K4me1_chr11-78084 11_internal_8977
H3K4me1_chr11-78089 11_internal_9132
H3K4me1_chr11-78093 11_internal_7971
H3K4me1_chr11-78098 11_internal_7596
H3K4me1_chr11-78100 11_internal_8881
H3K4me1_chr11-78101 11_internal_8881
H3K4me1_chr11-78109 11_internal_10290
H3K4me1_chr11-78118 11_internal_8754
H3K4me1_chr11-78159 11_internal_9957
H3K4me1_chr11-78161 11_internal_10742
H3K4me1_chr11-78181 11_internal_11958
H3K4me1_chr11-78182 11_internal_11958
H3K4me1_chr11-78186 11_internal_11958
H3K4me1_chr11-78187 11_internal_11958
H3K4me1_chr11-78192 11_internal_12136
H3K4me1_chr11-78196 11_internal_12136
H3K4me1_chr11-78202 11_internal_9624
H3K4me1_chr11-78203 11_internal_11354
H3K4me1_chr11-78208 11_internal_8562
H3K4me1_chr11-78230 11_internal_11885
H3K4me1_chr11-78237 11_internal_9076
H3K4me1_chr11-78240 11_internal_9076
H3K4me1_chr11-78246 11_internal_9672
H3K4me1_chr11-78255 11_internal_10908
H3K4me1_chr11-78269 11_internal_12105
H3K4me1_chr11-78285 11_internal_9283
H3K4me1_chr11-78291 11_internal_9175
H3K4me1_chr11-78324 11_internal_8332
H3K4me1_chr11-78330 11_internal_8317
H3K4me1_chr11-78333 11_internal_8549
H3K4me1_chr11-78340 11_internal_10213
H3K4me1_chr11-78347 11_internal_11763
H3K4me1_chr11-78353 11_internal_9727
H3K4me1_chr11-78379 11_internal_9204
H3K4me1_chr11-78384 11_internal_8539
H3K4me1_chr11-78385 11_internal_11096
H3K4me1_chr11-78397 11_internal_9034
H3K4me1_chr11-78410 11_internal_10381
H3K4me1_chr11-78420 11_internal_8167
H3K4me1_chr11-78442 11_internal_11695
H3K4me1_chr11-78444 11_internal_8023
H3K4me1_chr11-78488 11_internal_8214
H3K4me1_chr11-78491 11_internal_11587
H3K4me1_chr11-78495 11_internal_8644
H3K4me1_chr11-78499 11_internal_9776
H3K4me1_chr11-78515 11_internal_10024
H3K4me1_chr11-78525 11_internal_8660
H3K4me1_chr11-78529 11_internal_8116
H3K4me1_chr11-78543 11_internal_10630
H3K4me1_chr11-78552 11_internal_12521
H3K4me1_chr11-78555 11_internal_11944
H3K4me1_chr11-78577 11_internal_8716
H3K4me1_chr11-78591 11_internal_8251
H3K4me1_chr11-78603 11_internal_8334
H3K4me1_chr11-78612 11_internal_11465
H3K4me1_chr11-78640 11_internal_8889
H3K4me1_chr11-78678 11_internal_8457
H3K4me1_chr11-78711 11_internal_12244
H3K4me1_chr11-78713 11_internal_12244
H3K4me1_chr11-78716 11_internal_10504
H3K4me1_chr11-78733 11_internal_10382
H3K4me1_chr11-78736 11_internal_11553
H3K4me1_chr11-78788 11_internal_11757
H3K4me1_chr11-78806 11_internal_10521
H3K4me1_chr11-78808 11_internal_10521
H3K4me1_chr11-78837 11_internal_9302
H3K4me1_chr11-78839 11_internal_9302
H3K4me1_chr11-78861 11_internal_7803
H3K4me1_chr11-78883 11_internal_10969
H3K4me1_chr11-78884 11_internal_9532
H3K4me1_chr11-78898 11_internal_9256
H3K4me1_chr11-78903 11_internal_12654
H3K4me1_chr11-78931 11_internal_8883
H3K4me1_chr11-78959 11_internal_12166
H3K4me1_chr11-78960 11_internal_12166
H3K4me1_chr11-78961 11_internal_9069
H3K4me1_chr11-78974 11_internal_8323
H3K4me1_chr11-78975 11_internal_8323
H3K4me1_chr11-78989 11_internal_8308
H3K4me1_chr11-78990 11_internal_8308
H3K4me1_chr11-78994 11_internal_9475
H3K4me1_chr11-79006 11_internal_11924
H3K4me1_chr11-79021 11_internal_11854
H3K4me1_chr11-79023 11_internal_11497
H3K4me1_chr11-79024 11_internal_8592
H3K4me1_chr11-79026 11_internal_8656
H3K4me1_chr11-79028 11_internal_9930
H3K4me1_chr11-79036 11_internal_9546
H3K4me1_chr11-79038 11_internal_9546
H3K4me1_chr11-79039 11_internal_9546
H3K4me1_chr11-79040 11_internal_9546
H3K4me1_chr11-79056 11_internal_8386
H3K4me1_chr11-79094 11_internal_8324
H3K4me1_chr11-79098 11_internal_8762
H3K4me1_chr11-79119 11_internal_10886
H3K4me1_chr11-79120 11_internal_8126
H3K4me1_chr11-79122 11_internal_11606
H3K4me1_chr11-79147 11_internal_11023
H3K4me1_chr11-79152 11_internal_11857
H3K4me1_chr11-79207 11_internal_10362
H3K4me1_chr11-79216 11_internal_8138
H3K4me1_chr11-79217 11_internal_8138
H3K4me1_chr11-79221 11_internal_8410
H3K4me1_chr11-79226 11_internal_8262
H3K4me1_chr11-79230 11_internal_8252
H3K4me1_chr11-79246 11_internal_12275
H3K4me1_chr11-79252 11_internal_8887
H3K4me1_chr11-79253 11_internal_9216
H3K4me1_chr11-79275 11_internal_9755
H3K4me1_chr11-79276 11_internal_10758
H3K4me1_chr11-79280 11_internal_9632
H3K4me1_chr11-79282 11_internal_11958
H3K4me1_chr11-79285 11_internal_11958
H3K4me1_chr11-79290 11_internal_11209
H3K4me1_chr11-79297 11_internal_7947
H3K4me1_chr11-79300 11_internal_9624
H3K4me1_chr11-79302 11_internal_11354
H3K4me1_chr11-79330 11_internal_11500
H3K4me1_chr11-79334 11_internal_7976
H3K4me1_chr11-79338 11_internal_11885
H3K4me1_chr11-79345 11_internal_10079
H3K4me1_chr11-79354 11_internal_9562
H3K4me1_chr11-79363 11_internal_11441
H3K4me1_chr11-79364 11_internal_10908
H3K4me1_chr11-79372 11_internal_8932
H3K4me1_chr11-79379 11_internal_12105
H3K4me1_chr11-79380 11_internal_9164
H3K4me1_chr11-79387 11_internal_9283
H3K4me1_chr11-79414 11_internal_11860
H3K4me1_chr11-79427 11_internal_9053
H3K4me1_chr11-79440 11_internal_7540
H3K4me1_chr11-79449 11_internal_10444
H3K4me1_chr11-79475 11_internal_11989
H3K4me1_chr11-79478 11_internal_11989
H3K4me1_chr11-79490 11_internal_9034
H3K4me1_chr11-79492 11_internal_9034
H3K4me1_chr11-79493 11_internal_9187
H3K4me1_chr11-79499 11_internal_11558
H3K4me1_chr11-79505 11_internal_10381
H3K4me1_chr11-79533 11_internal_7632
H3K4me1_chr11-79550 11_internal_8794
H3K4me1_chr11-79568 11_internal_11587
H3K4me1_chr11-79576 11_internal_9227
H3K4me1_chr11-79582 11_internal_9215
H3K4me1_chr11-79596 11_internal_11289
H3K4me1_chr11-79598 11_internal_11289
H3K4me1_chr11-79612 11_internal_8660
H3K4me1_chr11-79636 11_internal_10630
H3K4me1_chr11-79651 11_internal_10917
H3K4me1_chr11-79685 11_internal_8251
H3K4me1_chr11-79713 11_internal_7782
H3K4me1_chr11-79762 11_internal_10238
H3K4me1_chr11-79775 11_internal_7744
H3K4me1_chr11-79794 11_internal_10099
H3K4me1_chr11-79798 11_internal_9085
H3K4me1_chr11-79811 11_internal_12244
H3K4me1_chr11-79876 11_internal_10426
H3K4me1_chr11-79878 11_internal_8890
H3K4me1_chr11-79895 11_internal_9914
H3K4me1_chr11-79903 11_internal_8189
H3K4me1_chr11-79908 11_internal_8209
H3K4me1_chr11-79949 11_internal_7803
H3K4me1_chr11-79963 11_internal_7818
H3K4me1_chr11-79964 11_internal_8473
H3K4me1_chr11-79975 11_internal_10990
H3K4me1_chr11-79979 11_internal_7472
H3K4me1_chr11-79985 11_internal_7848
H3K4me1_chr11-80032 11_internal_8451
H3K4me1_chr11-80051 11_internal_12166
H3K4me1_chr11-80054 11_internal_10711
H3K4me1_chr11-80096 11_internal_11924
H3K4me1_chr11-80110 11_internal_11854
H3K4me1_chr11-80114 11_internal_8592
H3K4me1_chr11-80122 11_internal_8429
H3K4me1_chr11-80130 11_internal_9546
H3K4me1_chr11-80148 11_internal_9156
H3K4me1_chr11-80152 11_internal_10098
H3K4me1_chr11-80153 11_internal_8390
H3K4me1_chr11-80158 11_internal_7715
H3K4me1_chr11-80159 11_internal_10725
H3K4me1_chr11-80170 11_internal_8185
H3K4me1_chr11-80181 11_internal_11887
H3K4me1_chr11-80201 11_internal_11845
H3K4me1_chr11-80203 11_internal_11845
H3K4me1_chr11-80204 11_internal_11845
H3K4me1_chr11-80241 11_internal_11606
H3K4me1_chr11-80256 11_internal_12929
H3K4me1_chr11-80259 11_internal_12929
H3K4me1_chr11-80262 11_internal_11672
H3K4me1_chr11-80267 11_internal_8639
H3K4me1_chr11-80275 11_internal_9446
H3K4me1_chr11-80295 11_internal_10632
H3K4me1_chr11-80317 11_internal_8881
H3K4me1_chr11-80318 11_internal_8881
H3K4me1_chr11-80319 11_internal_8881
H3K4me1_chr11-80320 11_internal_7700
H3K4me1_chr11-80321 11_internal_7700
H3K4me1_chr12-25585 12_internal_12272
H3K4me1_chr12-30677 12_internal_13576
H3K4me1_chr12-31630 12_internal_9873
H3K4me1_chr12-35032 12_internal_13396
H3K4me1_chr12-37085 12_internal_11927
H3K4me1_chr12-38961 12_internal_14284
H3K4me1_chr12-40521 12_internal_10921
H3K4me1_chr12-41780 12_internal_13763
H3K4me1_chr12-43009 12_internal_13669
H3K4me1_chr12-44985 12_internal_12272
H3K4me1_chr12-45172 12_internal_14266
H3K4me1_chr12-46222 12_internal_10412
H3K4me1_chr12-47473 12_internal_9146
H3K4me1_chr12-48037 12_internal_11465
H3K4me1_chr12-48735 12_internal_12271
H3K4me1_chr12-49516 12_internal_12272
H3K4me1_chr12-49708 12_internal_13470
H3K4me1_chr12-49854 12_internal_9873
H3K4me1_chr12-50076 12_internal_13215
H3K4me1_chr12-50579 12_internal_9793
H3K4me1_chr12-50658 12_internal_10272
H3K4me1_chr12-51193 12_internal_10406
H3K4me1_chr12-52089 12_internal_13368
H3K4me1_chr12-52910 12_internal_9426
H3K4me1_chr12-52998 12_internal_14108
H3K4me1_chr12-53155 12_internal_10291
H3K4me1_chr12-53633 12_internal_10336
H3K4me1_chr12-53748 12_internal_13396
H3K4me1_chr12-53781 12_internal_10812
H3K4me1_chr12-54130 12_internal_11465
H3K4me1_chr12-54337 12_internal_9097
H3K4me1_chr12-54423 12_internal_10644
H3K4me1_chr12-54565 12_internal_10897
H3K4me1_chr12-54624 12_internal_12899
H3K4me1_chr12-54629 12_internal_10961
H3K4me1_chr12-54644 12_internal_9089
H3K4me1_chr12-54773 12_internal_9608
H3K4me1_chr12-54855 12_internal_12777
H3K4me1_chr12-54961 12_internal_8514
H3K4me1_chr12-54976 12_internal_10812
H3K4me1_chr12-55031 12_internal_13441
H3K4me1_chr12-55563 12_internal_8776
H3K4me1_chr12-55615 12_internal_12209
H3K4me1_chr12-55961 12_internal_13926
H3K4me1_chr12-55972 12_internal_10995
H3K4me1_chr12-56000 12_internal_14266
H3K4me1_chr12-56002 12_internal_9446
H3K4me1_chr12-56086 12_internal_13837
H3K4me1_chr12-56207 12_internal_10691
H3K4me1_chr12-56471 12_internal_13403
H3K4me1_chr12-56579 12_internal_11272
H3K4me1_chr12-56762 12_internal_9701
H3K4me1_chr12-56795 12_internal_10441
H3K4me1_chr12-57482 12_internal_11650
H3K4me1_chr12-57530 12_internal_8857
H3K4me1_chr12-57584 12_internal_8881
H3K4me1_chr12-57630 12_internal_10715
H3K4me1_chr12-57641 12_internal_10285
H3K4me1_chr12-57775 12_internal_11958
H3K4me1_chr12-57855 12_internal_8975
H3K4me1_chr12-58118 12_internal_13041
H3K4me1_chr12-58307 12_internal_11612
H3K4me1_chr12-58377 12_internal_9816
H3K4me1_chr12-58511 12_internal_8847
H3K4me1_chr12-58554 12_internal_9651
H3K4me1_chr12-58773 12_internal_13109
H3K4me1_chr12-58796 12_internal_11778
H3K4me1_chr12-58967 12_internal_9402
H3K4me1_chr12-59062 12_internal_13923
H3K4me1_chr12-59082 12_internal_10201
H3K4me1_chr12-59165 12_internal_9886
H3K4me1_chr12-59230 12_internal_9068
H3K4me1_chr12-59305 12_internal_9301
H3K4me1_chr12-59355 12_internal_13155
H3K4me1_chr12-59359 12_internal_8945
H3K4me1_chr12-59446 12_internal_13557
H3K4me1_chr12-59503 12_internal_12362
H3K4me1_chr12-59751 12_internal_11044
H3K4me1_chr12-60046 12_internal_11650
H3K4me1_chr12-60177 12_internal_13974
H3K4me1_chr12-60233 12_internal_9779
H3K4me1_chr12-60262 12_internal_13215
H3K4me1_chr12-60446 12_internal_9886
H3K4me1_chr12-60454 12_internal_9405
H3K4me1_chr12-60542 12_internal_10081
H3K4me1_chr12-60562 12_internal_11325
H3K4me1_chr12-60601 12_internal_9584
H3K4me1_chr12-60620 12_internal_9979
H3K4me1_chr12-60640 12_internal_12901
H3K4me1_chr12-60682 12_internal_10468
H3K4me1_chr12-60709 12_internal_9834
H3K4me1_chr12-60730 12_internal_14731
H3K4me1_chr12-60731 12_internal_14731
H3K4me1_chr12-60815 12_internal_10695
H3K4me1_chr12-60839 12_internal_10467
H3K4me1_chr12-61059 12_internal_10525
H3K4me1_chr12-61270 12_internal_9045
H3K4me1_chr12-61278 12_internal_13934
H3K4me1_chr12-61354 12_internal_9851
H3K4me1_chr12-61384 12_internal_12622
H3K4me1_chr12-61408 12_internal_13459
H3K4me1_chr12-61459 12_internal_12879
H3K4me1_chr12-61474 12_internal_13809
H3K4me1_chr12-61555 12_internal_8881
H3K4me1_chr12-61576 12_internal_13298
H3K4me1_chr12-61697 12_internal_11536
H3K4me1_chr12-61756 12_internal_14111
H3K4me1_chr12-61885 12_internal_9311
H3K4me1_chr12-62055 12_internal_13433
H3K4me1_chr12-62067 12_internal_14683
H3K4me1_chr12-62070 12_internal_9301
H3K4me1_chr12-62100 12_internal_13396
H3K4me1_chr12-62140 12_internal_10812
H3K4me1_chr12-62142 12_internal_9004
H3K4me1_chr12-62144 12_internal_10468
H3K4me1_chr12-62172 12_internal_11462
H3K4me1_chr12-62185 12_internal_13763
H3K4me1_chr12-62204 12_internal_10305
H3K4me1_chr12-62216 12_internal_10451
H3K4me1_chr12-62228 12_internal_10281
H3K4me1_chr12-62233 12_internal_12494
H3K4me1_chr12-62351 12_internal_13871
H3K4me1_chr12-62352 12_internal_10102
H3K4me1_chr12-62367 12_internal_9272
H3K4me1_chr12-62375 12_internal_10285
H3K4me1_chr12-62437 12_internal_12018
H3K4me1_chr12-62616 12_internal_11465
H3K4me1_chr12-62651 12_internal_9608
H3K4me1_chr12-62654 12_internal_11746
H3K4me1_chr12-62801 12_internal_13837
H3K4me1_chr12-62816 12_internal_10220
H3K4me1_chr12-62819 12_internal_14683
H3K4me1_chr12-62857 12_internal_12901
H3K4me1_chr12-62947 12_internal_13441
H3K4me1_chr12-63025 12_internal_10534
H3K4me1_chr12-63058 12_internal_9941
